Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.png;38;35;5;5;33;30;31
00000_00001.png;40;36;6;5;34;31;31
00000_00002.png;40;37;5;5;34;32;31
00000_00003.png;41;39;6;6;36;34;31
00000_00004.png;43;37;6;5;38;32;31
00000_00005.png;43;39;6;5;38;34;31
00000_00006.png;45;41;5;6;40;36;31
00000_00007.png;48;41;6;6;43;36;31
00000_00008.png;50;44;5;6;45;39;31
00000_00009.png;51;43;6;5;46;38;31
00000_00010.png;51;44;6;5;46;39;31
00000_00011.png;51;44;6;5;46;39;31
00000_00012.png;51;45;6;6;46;40;31
00000_00013.png;53;46;6;5;48;41;31
00000_00014.png;55;48;6;5;50;43;31
00000_00015.png;56;50;5;6;51;45;31
00000_00016.png;58;51;5;5;53;46;31
00000_00017.png;62;58;5;6;57;53;31
00000_00018.png;64;58;5;5;59;53;31
00000_00019.png;69;61;6;5;63;56;31
00000_00020.png;74;69;6;7;68;63;31
00000_00021.png;80;71;8;6;73;65;31
00000_00022.png;83;75;8;6;76;69;31
00000_00023.png;88;80;7;7;81;73;31
00000_00024.png;94;83;9;7;86;76;31
00000_00025.png;101;92;9;8;93;84;31
00000_00026.png;112;104;10;10;103;95;31
00000_00027.png;125;116;11;10;115;106;31
00000_00028.png;140;129;13;11;128;118;31
00000_00029.png;155;143;14;12;142;131;31
00001_00000.png;37;35;5;6;32;30;31
00001_00001.png;39;35;6;5;34;30;31
00001_00002.png;39;37;5;6;34;32;31
00001_00003.png;41;38;6;6;35;32;31
00001_00004.png;41;37;6;5;36;32;31
00001_00005.png;42;39;6;6;37;34;31
00001_00006.png;42;38;6;5;37;33;31
00001_00007.png;43;40;6;6;38;35;31
00001_00008.png;44;41;6;6;39;35;31
00001_00009.png;45;42;6;6;40;36;31
00001_00010.png;46;43;6;6;41;37;31
00001_00011.png;47;42;6;5;42;37;31
00001_00012.png;48;43;6;5;43;38;31
00001_00013.png;49;45;6;5;44;39;31
00001_00014.png;50;46;6;5;45;40;31
00001_00015.png;50;47;5;6;45;42;31
00001_00016.png;52;49;5;5;47;44;31
00001_00017.png;54;51;6;6;49;46;31
00001_00018.png;55;51;5;5;50;46;31
00001_00019.png;56;53;5;5;51;47;31
00001_00020.png;58;55;6;6;53;49;31
00001_00021.png;59;55;6;5;54;49;31
00001_00022.png;59;56;5;6;54;51;31
00001_00023.png;62;58;6;6;57;53;31
00001_00024.png;64;60;6;6;59;55;31
00001_00025.png;70;63;7;5;64;58;31
00001_00026.png;73;68;7;6;67;62;31
00001_00027.png;77;71;7;6;71;65;31
00001_00028.png;82;76;7;7;74;69;31
00001_00029.png;86;80;8;7;79;73;31
00002_00000.png;37;34;6;5;32;29;31
00002_00001.png;37;34;6;5;32;29;31
00002_00002.png;37;35;6;6;32;30;31
00002_00003.png;36;35;5;5;31;30;31
00002_00004.png;37;36;5;5;32;31;31
00002_00005.png;38;37;5;5;33;32;31
00002_00006.png;40;39;6;6;35;34;31
00002_00007.png;40;40;5;6;35;35;31
